order,name,type,format,year,varlab
415,ER30643,float,%9.0g,1990,SEQUENCE NUMBER                       90
416,ER30644,float,%9.0g,1990,RELATION TO HEAD                      90
417,ER30645,float,%9.0g,1990,AGE OF INDIVIDUAL                     90
418,ER30648,byte,%8.0g,1990,MARITAL INDICATOR-IND                 90
419,ER30649,byte,%8.0g,1990,MOVED IN/OUT                          90
420,ER30650,float,%9.0g,1990,MONTH MOVED IN/OUT                    90
421,ER30651,float,%9.0g,1990,YEAR MOVED IN/OUT                     90
422,ER30653,byte,%8.0g,1990,EMPLOYMENT STAT-IND                   90
423,ER30671,byte,%8.0g,1990,H13 OFUM HEALTH GOOD                  90
424,ER30681,byte,%8.0g,1990,FOLLOW STATUS                         90
425,ER30686,float,%9.0g,1990,CORE IND WEIGHT                       90
426,V19002,float,%9.0g,1991,1991 INTERVIEW NUMBER
427,V19010,byte,%8.0g,1991,FAM COMP CHANGE       91
428,V19023,byte,%8.0g,1991,TYPE INSTITUTION      91
429,V19024,float,%9.0g,1991,1991 HOUSE VALUE  (A16)
430,V19343,float,%9.0g,1991,1990 ID
431,V19356,byte,%8.0g,1991,A4 TYPE DU
432,V19357,byte,%8.0g,1991,A6 LIVE IN ELDERLY HSNG
433,V19358,byte,%8.0g,1991,A7 TYPE ELDERLY HSNG
434,V19372,byte,%8.0g,1991,A15 OWN/RENT OR WHAT
435,V19387,byte,%8.0g,1991,A38 MOVED SINCE SPG 90?
436,V19388,float,%9.0g,1991,A39 MONTH MOVED
437,V19389,byte,%8.0g,1991,A40 WHY MOVED
438,V20021,byte,%8.0g,1991,H1 STATUS OF HEALTH-HEAD
439,V20027,byte,%8.0g,1991,H8 STATUS OF HLTH-WIFE
440,V20212,byte,%8.0g,1991,# INDS IN HLTH CARE FACL
441,V20243,float,%9.0g,1991,1991 CORE FAMILY WEIGHT
442,ER30689,float,%9.0g,1991,1991 INTERVIEW NUMBER
443,ER30690,float,%9.0g,1991,SEQUENCE NUMBER                       91
444,ER30691,float,%9.0g,1991,RELATION TO HEAD                      91
445,ER30692,float,%9.0g,1991,AGE OF INDIVIDUAL                     91
446,ER30695,byte,%8.0g,1991,MARITAL INDICATOR-IND                 91
447,ER30696,byte,%8.0g,1991,MOVED IN/OUT                          91
448,ER30697,float,%9.0g,1991,MONTH MOVED IN/OUT                    91
449,ER30698,float,%9.0g,1991,YEAR MOVED IN/OUT                     91
450,ER30699,byte,%8.0g,1991,EMPLOYMENT STAT-IND                   91
451,ER30719,byte,%8.0g,1991,H13 OFUM HEALTH GOOD                  91
452,ER30724,byte,%8.0g,1991,FOLLOW STATUS                         91
453,ER30730,float,%9.0g,1991,CORE IND WEIGHT                       91
454,V20302,float,%9.0g,1992,1992 INTERVIEW NUMBER
455,V20310,byte,%8.0g,1992,FAM COMP CHANGE       92
456,V20323,byte,%8.0g,1992,TYPE INSTITUTION      92
457,V20324,float,%9.0g,1992,1992 HOUSE VALUE  (A20)
458,V20643,float,%9.0g,1992,1990 ID
459,V20644,float,%9.0g,1992,1991 ID
460,V20658,byte,%8.0g,1992,A4 TYPE DU
461,V20659,byte,%8.0g,1992,A6 LIVE IN ELDERLY HSNG
462,V20660,byte,%8.0g,1992,A7 TYPE ELDERLY HSNG
463,V20672,byte,%8.0g,1992,A19 OWN/RENT OR WHAT
464,V20687,byte,%8.0g,1992,A42 MOVED SINCE SPG 91?
465,V20688,float,%9.0g,1992,A43 MONTH MOVED
466,V20689,byte,%8.0g,1992,A44 WHY MOVED
467,V21321,byte,%8.0g,1992,H1 STATUS OF HEALTH-HEAD
468,V21328,byte,%8.0g,1992,H28 STATUS OF HLTH-WIFE
469,V21518,byte,%8.0g,1992,# INDS IN HLTH CARE FACL
470,V21547,float,%9.0g,1992,1992 CORE FAMILY WEIGHT
471,ER30733,float,%9.0g,1992,1992 INTERVIEW NUMBER
472,ER30734,float,%9.0g,1992,SEQUENCE NUMBER                       92
473,ER30735,float,%9.0g,1992,RELATION TO HEAD                      92
474,ER30736,float,%9.0g,1992,AGE OF INDIVIDUAL                     92
475,ER30739,byte,%8.0g,1992,MARR PAIRS INDICATOR                  92
476,ER30740,byte,%8.0g,1992,MOVED IN/OUT                          92
477,ER30741,float,%9.0g,1992,MONTH MOVED IN/OUT                    92
478,ER30742,float,%9.0g,1992,YEAR MOVED IN/OUT                     92
479,ER30744,byte,%8.0g,1992,EMPLOYMENT STAT                       92
480,ER30764,byte,%8.0g,1992,H53 OFUM HEALTH GOOD                  92
481,ER30799,byte,%8.0g,1992,FOLLOW STATUS                         92
482,ER30803,float,%9.0g,1992,CORE IND WEIGHT                       92
483,V21602,float,%9.0g,1993,1993 INTERVIEW NUMBER
484,V21608,byte,%8.0g,1993,1993 FAMILY COMPOSITION CHANGE
485,V21609,byte,%8.0g,1993,TYPE INSTITUTION IN 1993
486,V21610,float,%9.0g,1993,A20 1993 HOUSE VALUE
487,V22413,byte,%8.0g,1993,A4 TYPE DWELLING UNIT
488,V22414,byte,%8.0g,1993,A6 WTR LIVE IN ELDERLY HOUSING
489,V22415,byte,%8.0g,1993,A7 TYPE ELDERLY HOUSING
490,V22427,byte,%8.0g,1993,A19 WTR OWN/RENT OR WHAT
491,V22441,byte,%8.0g,1993,A42 WTR MOVED SINCE SPRING 1992
492,V22442,float,%9.0g,1993,A43 MONTH MOVED
493,V22444,byte,%8.0g,1993,A44 WHY MOVED
494,V23180,byte,%8.0g,1993,H1 HD HEALTH STATUS
495,V23187,byte,%8.0g,1993,H28 WF HEALTH STATUS
496,V23361,float,%9.0g,1993,1993 LONGITUDINAL CORE FAMILY WEIGHT
497,ER30806,float,%9.0g,1993,1993 INTERVIEW NUMBER
498,ER30807,float,%9.0g,1993,SEQUENCE NUMBER                       93
499,ER30808,float,%9.0g,1993,RELATION TO HEAD                      93
500,ER30809,float,%9.0g,1993,AGE OF INDIVIDUAL                     93
501,ER30812,byte,%8.0g,1993,MARITAL PAIRS INDICATOR               93
502,ER30813,byte,%8.0g,1993,MOVED IN/OUT                          93
503,ER30814,float,%9.0g,1993,MONTH MOVED IN/OUT                    93
504,ER30815,float,%9.0g,1993,YEAR MOVED IN/OUT                     93
505,ER30816,byte,%8.0g,1993,EMPLOYMENT STATUS                     93
506,ER30827,byte,%8.0g,1993,HEALTH GOOD?                          93
507,ER30859,byte,%8.0g,1993,FOLLOW STATUS                         93
508,ER30864,float,%9.0g,1993,CORE INDIVIDUAL LONGITUDINAL WEIGHT   93
509,ER2002,float,%9.0g,1994,1994 INTERVIEW #
510,ER2005A,byte,%8.0g,1994,FAMILY COMPOSITION CHANGE
511,ER2015,byte,%8.0g,1994,A4 TYPE DU
512,ER2016,byte,%8.0g,1994,A6 LIVE IN ELDERLY HSNG
513,ER2017,byte,%8.0g,1994,A7 TYPE ELDERLY HSNG
514,ER2032,byte,%8.0g,1994,A19 OWN/RENT OR WHAT
515,ER2033,float,%9.0g,1994,A20 HOUSE VALUE
516,ER2062,byte,%8.0g,1994,A42 MOVED SINCE SPG?
517,ER2063,float,%9.0g,1994,A43 MONTH MOVED
518,ER2065,byte,%8.0g,1994,A44 WHY MOVED 1ST
519,ER3853,byte,%8.0g,1994,H1 STATUS OF HEALTH-HEAD
520,ER3858,byte,%8.0g,1994,H28 STATUS OF HLTH-WIFE
521,ER4160,float,%9.0g,1994,1994 FAMILY WEIGHT
522,ER33101,float,%9.0g,1994,1994 INTERVIEW NUMBER
523,ER33102,float,%9.0g,1994,SEQUENCE NUMBER                       94
524,ER33103,float,%9.0g,1994,RELATION TO HEAD                      94
525,ER33104,float,%9.0g,1994,AGE OF INDIVIDUAL                     94
526,ER33107,byte,%8.0g,1994,MARITAL PAIRS INDICAT                 94
527,ER33108,byte,%8.0g,1994,MOVED IN/OUT                          94
528,ER33109,float,%9.0g,1994,MONTH MOVED IN/OUT                    94
529,ER33110,float,%9.0g,1994,YEAR MOVED IN/OUT                     94
530,ER33111,byte,%8.0g,1994,EMPLOYMENT STATUS                     94
531,ER33117,byte,%8.0g,1994,HEALTH GOOD?                          94
532,ER33119,float,%9.0g,1994,CORE INDIVIDUAL LONGITUDINAL WEIGHT   94
533,ER33125,byte,%8.0g,1994,FOLLOW STATUS                         94
534,ER5002,float,%9.0g,1995,1995 INTERVIEW #
535,ER5004A,byte,%8.0g,1995,FAMILY COMPOSITION CHANGE
536,ER5014,byte,%8.0g,1995,A4 TYPE DU
537,ER5015,byte,%8.0g,1995,A6 LIVE IN ELDERLY HSNG
538,ER5016,byte,%8.0g,1995,A7 TYPE ELDERLY HSNG
539,ER5031,byte,%8.0g,1995,A19 OWN/RENT OR WHAT
540,ER5032,float,%9.0g,1995,A20 HOUSE VALUE
541,ER5061,byte,%8.0g,1995,A42 MOVED SINCE SPG?
542,ER5062,float,%9.0g,1995,A43 MONTH MOVED
543,ER5064,byte,%8.0g,1995,A44 WHY MOVED 1ST
544,ER6723,byte,%8.0g,1995,H1 STATUS OF HEALTH-HEAD
545,ER6728,byte,%8.0g,1995,H28 STATUS OF HLTH-WIFE
546,ER7000,float,%9.0g,1995,1995 LONGITUDINAL CORE FAMILY WEIGHT
547,ER33201,float,%9.0g,1995,1995 INTERVIEW NUMBER
548,ER33202,float,%9.0g,1995,SEQUENCE NUMBER                       95
549,ER33203,float,%9.0g,1995,RELATION TO HEAD                      95
550,ER33204,float,%9.0g,1995,AGE OF INDIVIDUAL                     95
551,ER33207,byte,%8.0g,1995,MARITAL PAIRS INDICATOR               95
552,ER33208,byte,%8.0g,1995,WHETHER MOVED IN/OUT                  95
553,ER33209,float,%9.0g,1995,MONTH MOVED IN/OUT                    95
554,ER33210,float,%9.0g,1995,YEAR MOVED IN/OUT                     95
555,ER33211,byte,%8.0g,1995,EMPLOYMENT STATUS                     95
556,ER33217,byte,%8.0g,1995,HEALTH GOOD?                          95
557,ER33275,float,%9.0g,1995,CORE INDIVIDUAL LONGITUDINAL WEIGHT   95
558,ER33281,byte,%8.0g,1995,FOLLOW STATUS                         95
559,ER7002,float,%9.0g,1996,1996 INTERVIEW #
560,ER7004A,byte,%8.0g,1996,FAMILY COMPOSITION CHANGE
561,ER7014,byte,%8.0g,1996,A4 TYPE DU
562,ER7015,byte,%8.0g,1996,A6 LIVE IN ELDERLY HSNG
563,ER7016,byte,%8.0g,1996,A7 TYPE ELDERLY HSNG
564,ER7031,byte,%8.0g,1996,A19 OWN/RENT OR WHAT
565,ER7032,float,%9.0g,1996,A20 HOUSE VALUE
566,ER7155,byte,%8.0g,1996,A42 MOVED SINCE SPG?
567,ER7156,float,%9.0g,1996,A43 MONTH MOVED
568,ER7158,byte,%8.0g,1996,A44 WHY MOVED 1ST
569,ER8969,byte,%8.0g,1996,H1 STATUS OF HEALTH-HEAD
570,ER8974,byte,%8.0g,1996,H28 STATUS OF HLTH-WIFE
571,ER9251,float,%9.0g,1996,1996 FAMILY WEIGHT
572,ER33301,float,%9.0g,1996,1996 INTERVIEW NUMBER
573,ER33302,float,%9.0g,1996,SEQUENCE NUMBER                       96
574,ER33303,float,%9.0g,1996,RELATION TO HEAD                      96
575,ER33304,float,%9.0g,1996,AGE OF INDIVIDUAL                     96
576,ER33307,byte,%8.0g,1996,MARITAL PAIRS INDICATOR               96
577,ER33308,byte,%8.0g,1996,WHETHER MOVED IN/OUT                  96
578,ER33309,float,%9.0g,1996,MONTH MOVED IN/OUT                    96
579,ER33310,float,%9.0g,1996,YEAR MOVED IN/OUT                     96
580,ER33311,byte,%8.0g,1996,EMPLOYMENT STATUS                     96
581,ER33317,byte,%8.0g,1996,HEALTH GOOD?                          96
582,ER33318,float,%9.0g,1996,CORE INDIVIDUAL LONGITUDINAL WEIGHT   96
583,ER33322,byte,%8.0g,1996,FOLLOW STATUS                         96
584,ER10002,float,%9.0g,1997,1997 INTERVIEW #
585,ER10004A,byte,%8.0g,1997,FAMILY COMPOSITION CHANGE
586,ER10017,byte,%8.0g,1997,A4 TYPE DU
587,ER10018,byte,%8.0g,1997,A6 LIVE IN ELDERLY HSNG
588,ER10019,byte,%8.0g,1997,A7 TYPE ELDERLY HSNG
589,ER10035,byte,%8.0g,1997,A19 OWN/RENT OR WHAT
590,ER10036,float,%9.0g,1997,A20 HOUSE VALUE
591,ER10072,byte,%8.0g,1997,A42 MOVED SINCE SPG?
592,ER10073,float,%9.0g,1997,A43 MONTH MOVED
593,ER10075,float,%9.0g,1997,A44 WHY MOVED 1ST
594,ER11723,byte,%8.0g,1997,H1 STATUS OF HEALTH-HEAD
595,ER11727,byte,%8.0g,1997,H8 STATUS OF HEALTH-WIFE
596,ER12084,float,%9.0g,1997,FAMILY WEIGHT
597,ER33401,float,%9.0g,1997,1997 INTERVIEW NUMBER
598,ER33402,float,%9.0g,1997,SEQUENCE NUMBER                       97
599,ER33403,float,%9.0g,1997,RELATION TO HEAD                      97
600,ER33404,float,%9.0g,1997,AGE OF INDIVIDUAL                     97
601,ER33407,byte,%8.0g,1997,MARITAL PAIRS INDICATOR               97
602,ER33408,byte,%8.0g,1997,WHETHER MOVED IN/OUT                  97
603,ER33409,float,%9.0g,1997,MONTH MOVED IN/OUT                    97
604,ER33410,float,%9.0g,1997,YEAR MOVED IN/OUT                     97
605,ER33411,byte,%8.0g,1997,EMPLOYMENT STATUS                     97
606,ER33417,byte,%8.0g,1997,HEALTH GOOD?                          97
607,ER33430,float,%9.0g,1997,CORE/IMM INDIVIDUAL LONGITUDINAL WT   97
608,ER33434,byte,%8.0g,1997,FOLLOW STATUS                         97
609,ER13002,float,%9.0g,1999,1999 FAMILY INTERVIEW (ID) NUMBER
610,ER13008A,byte,%8.0g,1999,FAMILY COMPOSITION CHANGE
611,ER13017,byte,%8.0g,1999,TYPE INSTITUTION
612,ER13022,byte,%8.0g,1999,A4 TYPE DU
613,ER13023,byte,%8.0g,1999,A6 LIVE IN ELDERLY HSNG
614,ER13024,byte,%8.0g,1999,A7 TYPE ELDERLY HSNG
615,ER13040,byte,%8.0g,1999,A19 OWN/RENT OR WHAT
616,ER13041,float,%9.0g,1999,A20 HOUSE VALUE
617,ER13077,byte,%8.0g,1999,A42 MOVED SINCE SPG?
618,ER13078,float,%9.0g,1999,A43 MONTH MOVED
619,ER13080,float,%9.0g,1999,A44 WHY MOVED 1ST
620,ER14236,byte,%8.0g,1999,F7D WTR ADULT IN ADULT DAY CARE PREV YR
621,ER15447,byte,%8.0g,1999,H1 STATUS OF HEALTH-HEAD
622,ER15555,byte,%8.0g,1999,H25 STATUS OF HEALTH
623,ER16431C,float,%9.0g,1999,RURAL-URBAN CODE (BEALE-COLLAPSED)
624,ER16518,float,%9.0g,1999,1999 CORE/IMMIGRANT FAMILY WEIGHT
625,ER33501,float,%9.0g,1999,1999 INTERVIEW NUMBER
626,ER33502,float,%9.0g,1999,SEQUENCE NUMBER                       99
627,ER33503,float,%9.0g,1999,RELATION TO HEAD                      99
628,ER33504,float,%9.0g,1999,AGE OF INDIVIDUAL                     99
629,ER33507,byte,%8.0g,1999,MARITAL PAIRS INDICATOR               99
630,ER33508,byte,%8.0g,1999,WHETHER MOVED IN/OUT                  99
631,ER33509,float,%9.0g,1999,MONTH MOVED IN/OUT                    99
632,ER33510,float,%9.0g,1999,YEAR MOVED IN/OUT                     99
633,ER33512,byte,%8.0g,1999,EMPLOYMENT STATUS                     99
634,ER33517,byte,%8.0g,1999,HEALTH GOOD?                          99
635,ER33542,byte,%8.0g,1999,FOLLOW STATUS                         99
636,ER33546,float,%9.0g,1999,CORE/IMM INDIVIDUAL LONGITUDINAL WT   99
637,ER17002,float,%9.0g,2001,2001 FAMILY INTERVIEW (ID) NUMBER
638,ER17007,byte,%8.0g,2001,FAMILY COMPOSITION CHANGE
639,ER17020,byte,%8.0g,2001,TYPE INSTITUTION
640,ER17025,byte,%8.0g,2001,A4 TYPE DU
641,ER17026,byte,%8.0g,2001,A6 LIVE IN ELDERLY HSNG
642,ER17027,byte,%8.0g,2001,A7 TYPE ELDERLY HSNG
643,ER17043,byte,%8.0g,2001,A19 OWN/RENT OR WHAT
644,ER17044,float,%9.0g,2001,A20 HOUSE VALUE
645,ER17088,byte,%8.0g,2001,A42 MOVED SINCE SPG?
646,ER17089,float,%9.0g,2001,A43 MONTH MOVED
647,ER17091,float,%9.0g,2001,A44 WHY MOVED 1ST
648,ER18366,byte,%8.0g,2001,F7D WTR ADULT IN ADULT DAY CARE PREV YR
649,ER19612,byte,%8.0g,2001,H1 STATUS OF HEALTH-HEAD
650,ER19720,byte,%8.0g,2001,H25 STATUS OF HEALTH
651,ER20377C,float,%9.0g,2001,RURAL-URBAN CODE (BEALE-COLLAPSED)
652,ER20394,float,%9.0g,2001,CORE/IMMIGRANT FAMILY WEIGHT NUMBER 1
653,ER33601,float,%9.0g,2001,2001 INTERVIEW NUMBER
654,ER33602,float,%9.0g,2001,SEQUENCE NUMBER                       01
655,ER33603,float,%9.0g,2001,RELATION TO HEAD                      01
656,ER33604,float,%9.0g,2001,AGE OF INDIVIDUAL                     01
657,ER33607,byte,%8.0g,2001,MARITAL PAIRS INDICATOR               01
658,ER33608,byte,%8.0g,2001,WHETHER MOVED IN/OUT                  01
659,ER33609,float,%9.0g,2001,MONTH MOVED IN/OUT                    01
660,ER33610,float,%9.0g,2001,YEAR MOVED IN/OUT                     01
661,ER33612,byte,%8.0g,2001,EMPLOYMENT STATUS                     01
662,ER33617,byte,%8.0g,2001,HEALTH GOOD?                          01
663,ER33633,byte,%8.0g,2001,FOLLOW STATUS                         01
664,ER33637,float,%9.0g,2001,CORE/IMM INDIVIDUAL LONGITUDINAL WT   01
665,ER21002,float,%9.0g,2003,2003 FAMILY INTERVIEW (ID) NUMBER
666,ER21007,byte,%8.0g,2003,FAMILY COMPOSITION CHANGE
667,ER21008,byte,%8.0g,2003,TYPE INSTITUTION
668,ER21024,byte,%8.0g,2003,A4 TYPE DU
669,ER21025,byte,%8.0g,2003,A6 LIVE IN ELDERLY HSNG
670,ER21026,byte,%8.0g,2003,A7 TYPE ELDERLY HSNG
671,ER21042,byte,%8.0g,2003,A19 OWN/RENT OR WHAT
672,ER21043,float,%9.0g,2003,A20 HOUSE VALUE
673,ER21117,byte,%8.0g,2003,A49 WTR MOVED SINCE JAN 1 OF PRIOR YEAR
674,ER21118,float,%9.0g,2003,A49 MONTH MOVED
675,ER21120,float,%9.0g,2003,A50 WHY MOVED 1ST
676,ER21632,byte,%8.0g,2003,F7D WTR ADULT IN ADULT DAY CARE PREV YR
677,ER23009,byte,%8.0g,2003,H1 HEALTH STATUS-HEAD
678,ER23136,byte,%8.0g,2003,H25 HEALTH STATUS-WIFE
679,ER24144A,float,%9.0g,2003,RURAL-URBAN CODE (BEALE-COLLAPSED)
680,ER24179,float,%9.0g,2003,CORE/IMM FAMILY LONGITUDINAL WEIGHT
681,ER33701,float,%9.0g,2003,2003 INTERVIEW NUMBER
682,ER33702,float,%9.0g,2003,SEQUENCE NUMBER                       03
683,ER33703,float,%9.0g,2003,RELATION TO HEAD                      03
684,ER33704,float,%9.0g,2003,AGE OF INDIVIDUAL                     03
685,ER33707,byte,%8.0g,2003,MARITAL PAIRS INDICATOR               03
686,ER33708,byte,%8.0g,2003,WHETHER MOVED IN/OUT                  03
687,ER33709,float,%9.0g,2003,MONTH MOVED IN/OUT                    03
688,ER33710,float,%9.0g,2003,YEAR MOVED IN/OUT                     03
689,ER33712,byte,%8.0g,2003,EMPLOYMENT STATUS                     03
690,ER33717,byte,%8.0g,2003,HEALTH GOOD?                          03
691,ER33736,byte,%8.0g,2003,FOLLOW STATUS                         03
692,ER33740,float,%9.0g,2003,CORE/IMM INDIVIDUAL LONGITUDINAL WT   03
693,ER25002,float,%9.0g,2005,2005 FAMILY INTERVIEW (ID) NUMBER
694,ER25007,byte,%8.0g,2005,FAMILY COMPOSITION CHANGE
695,ER25008,byte,%8.0g,2005,TYPE INSTITUTION
696,ER25024,byte,%8.0g,2005,A4 TYPE DU
697,ER25025,byte,%8.0g,2005,A6 LIVE IN ELDERLY HSNG
698,ER25026,byte,%8.0g,2005,A7 TYPE ELDERLY HSNG
699,ER25028,byte,%8.0g,2005,A19 OWN/RENT OR WHAT
700,ER25029,float,%9.0g,2005,A20 HOUSE VALUE
701,ER25098,byte,%8.0g,2005,A49 WTR MOVED SINCE JAN 1 OF PRIOR YEAR
702,ER25099,float,%9.0g,2005,A49 MONTH MOVED
703,ER25101,float,%9.0g,2005,A50 WHY MOVED 1ST
704,ER25634,byte,%8.0g,2005,F7 WTR ADULT IN ADULT DAY CARE PREV YR
705,ER26990,byte,%8.0g,2005,H1 HEALTH STATUS-HEAD
706,ER27113,byte,%8.0g,2005,H25 HEALTH STATUS-WIFE
707,ER28043A,float,%9.0g,2005,RURAL-URBAN CODE (BEALE-COLLAPSED)
708,ER28078,float,%9.0g,2005,2005 CORE/IMMIGRANT FAM WEIGHT NUMBER 1
709,ER33801,float,%9.0g,2005,2005 INTERVIEW NUMBER
710,ER33802,float,%9.0g,2005,SEQUENCE NUMBER                       05
711,ER33803,float,%9.0g,2005,RELATION TO HEAD                      05
712,ER33804,float,%9.0g,2005,AGE OF INDIVIDUAL                     05
713,ER33807,byte,%8.0g,2005,MARITAL PAIRS INDICATOR               05
714,ER33808,byte,%8.0g,2005,WHETHER MOVED IN/OUT                  05
715,ER33809,float,%9.0g,2005,MONTH MOVED IN/OUT                    05
716,ER33810,float,%9.0g,2005,YEAR MOVED IN/OUT                     05
717,ER33813,byte,%8.0g,2005,EMPLOYMENT STATUS                     05
718,ER33818,byte,%8.0g,2005,HEALTH GOOD?                          05
719,ER33842,byte,%8.0g,2005,FOLLOW STATUS                         05
720,ER33848,float,%9.0g,2005,CORE/IMM INDIVIDUAL LONGITUDINAL WT   05
721,ER36002,float,%9.0g,2007,2007 FAMILY INTERVIEW (ID) NUMBER
722,ER36007,byte,%8.0g,2007,FAMILY COMPOSITION CHANGE
723,ER36008,byte,%8.0g,2007,TYPE INSTITUTION
724,ER36024,byte,%8.0g,2007,A4 TYPE DU
725,ER36025,byte,%8.0g,2007,A6 LIVE IN ELDERLY HSNG
726,ER36026,byte,%8.0g,2007,A7 TYPE ELDERLY HSNG
727,ER36028,byte,%8.0g,2007,A19 OWN/RENT OR WHAT
728,ER36029,float,%9.0g,2007,A20 HOUSE VALUE
729,ER36103,byte,%8.0g,2007,A49 WTR MOVED SINCE JAN 1 OF PRIOR YEAR
730,ER36104,float,%9.0g,2007,A49 MONTH MOVED
731,ER36106,byte,%8.0g,2007,A50 WHY MOVED 1ST
732,ER36652,byte,%8.0g,2007,F7 WTR ADULT IN ADULT DAY CARE PREV YR
733,ER38202,byte,%8.0g,2007,H1 HEALTH STATUS-HEAD
734,ER39299,byte,%8.0g,2007,H1 HEALTH STATUS-WIFE
735,ER41033A,float,%9.0g,2007,RURAL-URBAN CODE (BEALE-COLLAPSED)
736,ER41069,float,%9.0g,2007,2007 CORE/IMMIGRANT FAM WEIGHT NUMBER 1
737,ER33901,float,%9.0g,2007,2007 INTERVIEW NUMBER
738,ER33902,float,%9.0g,2007,SEQUENCE NUMBER                       07
739,ER33903,float,%9.0g,2007,RELATION TO HEAD                      07
740,ER33904,float,%9.0g,2007,AGE OF INDIVIDUAL                     07
741,ER33907,byte,%8.0g,2007,MARITAL PAIRS INDICATOR               07
742,ER33908,byte,%8.0g,2007,WHETHER MOVED IN/OUT                  07
743,ER33909,float,%9.0g,2007,MONTH MOVED IN/OUT                    07
744,ER33910,float,%9.0g,2007,YEAR MOVED IN/OUT                     07
745,ER33913,byte,%8.0g,2007,EMPLOYMENT STATUS                     07
746,ER33918,byte,%8.0g,2007,HEALTH GOOD?                          07
747,ER33942,byte,%8.0g,2007,FOLLOW STATUS                         07
748,ER33950,float,%9.0g,2007,CORE/IMM INDIVIDUAL LONGITUDINAL WT   07
749,ER42002,float,%9.0g,2009,2009 FAMILY INTERVIEW (ID) NUMBER
750,ER42007,byte,%8.0g,2009,FAMILY COMPOSITION CHANGE
751,ER42008,byte,%8.0g,2009,TYPE INSTITUTION
752,ER42025,byte,%8.0g,2009,A4 TYPE DU
753,ER42026,byte,%8.0g,2009,A6 LIVE IN ELDERLY HSNG
754,ER42027,byte,%8.0g,2009,A7 TYPE ELDERLY HSNG
755,ER42029,byte,%8.0g,2009,A19 OWN/RENT OR WHAT
756,ER42030,float,%9.0g,2009,A20 HOUSE VALUE
757,ER42132,byte,%8.0g,2009,A49 WTR MOVED SINCE JAN 1 OF PRIOR YEAR
758,ER42133,float,%9.0g,2009,A49 MONTH MOVED
759,ER42135,byte,%8.0g,2009,A50 WHY MOVED 1ST MENTION
760,ER42671,byte,%8.0g,2009,F7 WTR ADULT IN ADULT DAY CARE PREV YR
761,ER44175,byte,%8.0g,2009,H1 HEALTH STATUS-HEAD
762,ER45272,byte,%8.0g,2009,H1 HEALTH STATUS-WIFE
763,ER46975A,float,%9.0g,2009,RURAL-URBAN CODE (BEALE-COLLAPSED)
764,ER47012,float,%9.0g,2009,2009 CORE/IMMIGRANT FAM WEIGHT NUMBER 1
765,ER34001,float,%9.0g,2009,2009 INTERVIEW NUMBER
766,ER34002,float,%9.0g,2009,SEQUENCE NUMBER                       09
767,ER34003,float,%9.0g,2009,RELATION TO HEAD                      09
768,ER34004,float,%9.0g,2009,AGE OF INDIVIDUAL                     09
769,ER34007,byte,%8.0g,2009,MARITAL PAIRS INDICATOR               09
770,ER34008,byte,%8.0g,2009,WHETHER MOVED IN/OUT                  09
771,ER34009,float,%9.0g,2009,MONTH MOVED IN/OUT                    09
772,ER34010,float,%9.0g,2009,YEAR MOVED IN/OUT                     09
773,ER34016,byte,%8.0g,2009,EMPLOYMENT STATUS                     09
774,ER34021,byte,%8.0g,2009,HEALTH GOOD?                          09
775,ER34036,byte,%8.0g,2009,FOLLOW STATUS                         09
776,ER34045,float,%9.0g,2009,CORE/IMM INDIVIDUAL LONGITUDINAL WT   09
777,ER47302,float,%9.0g,2011,2011 FAMILY INTERVIEW (ID) NUMBER
778,ER47307,byte,%8.0g,2011,FAMILY COMPOSITION CHANGE
779,ER47308,byte,%8.0g,2011,TYPE INSTITUTION
780,ER47325,byte,%8.0g,2011,A4 TYPE DU
781,ER47326,byte,%8.0g,2011,A6A WTR SENIOR HOUSING
782,ER47329,byte,%8.0g,2011,A19 OWN/RENT OR WHAT
783,ER47330,float,%9.0g,2011,A20 HOUSE VALUE
784,ER47440,byte,%8.0g,2011,A49 WTR MOVED SINCE JAN 1 OF PRIOR YEAR
785,ER47441,float,%9.0g,2011,A49 MONTH MOVED
786,ER47443,float,%9.0g,2011,A50 WHY MOVED 1ST MENTION
787,ER49494,byte,%8.0g,2011,H1 HEALTH STATUS-HEAD
788,ER50612,byte,%8.0g,2011,H1 HEALTH STATUS-WIFE
789,ER52399A,float,%9.0g,2011,RURAL-URBAN CODE (BEALE-COLLAPSED)
790,ER52436,float,%9.0g,2011,2011 CORE/IMMIGRANT FAM WEIGHT NUMBER 1
791,ER34101,float,%9.0g,2011,2011 INTERVIEW NUMBER
792,ER34102,float,%9.0g,2011,SEQUENCE NUMBER                       11
793,ER34103,float,%9.0g,2011,RELATION TO HEAD                      11
794,ER34104,float,%9.0g,2011,AGE OF INDIVIDUAL                     11
795,ER34107,byte,%8.0g,2011,MARITAL PAIRS INDICATOR               11
796,ER34108,byte,%8.0g,2011,WHETHER MOVED IN/OUT                  11
797,ER34109,float,%9.0g,2011,MONTH MOVED IN/OUT                    11
798,ER34110,float,%9.0g,2011,YEAR MOVED IN/OUT                     11
799,ER34116,byte,%8.0g,2011,EMPLOYMENT STATUS                     11
800,ER34120,byte,%8.0g,2011,HEALTH GOOD?                          11
801,ER34148,byte,%8.0g,2011,FOLLOW STATUS                         11
